State,p_county,ylat,xlong,p_year,p_cap_ac,p_cap_dc,Average GDP from 2010 to 2020(unit 1 million dollar),% Sun,Total Hours,Clear Days,Population,Empolyment Number,consumption (MWh),expenditures ('000 $),house_price
NC,Northampton,36.442091,-77.160051,2018,5,6.5,404995.5875,66,2651,109,20628,8148,139966,15126,"132,110"
NC,Robeson,34.76832,-78.982908,2017,5,7,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Lee,35.469461,-79.13544,2017,5,6.9,404995.5875,66,2651,109,153947,87890,783577,99080,"293,570"
NC,Robeson,34.635963,-78.928818,2017,5,6.6,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Robeson,34.522712,-78.957495,2017,5,7.1,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Montgomery,35.339092,-79.901149,2017,4.9,6.9,404995.5875,66,2651,109,227392,207764,1251966,158323,"186,970"
NC,Duplin,35.045954,-77.848345,2017,1.9,2.8,404995.5875,66,2651,109,59121,26730,353816,38315,"138,150"
NC,Nash,36.094964,-77.97933,2017,1.9,2.8,404995.5875,66,2651,109,94385,73042,628740,67858,"245,830"
NC,Nash,36.092288,-77.992978,2017,1.9,2.8,404995.5875,66,2651,109,94385,73042,628740,67858,"245,830"
NC,Wilson,35.710729,-77.912971,2017,3.3,4.3,404995.5875,66,2651,109,8956,7351,42644,5555,"111,060"
NC,Bladen,34.548317,-78.81919,2015,4.8,7,404995.5875,66,2651,109,34454,20575,221250,24107,"160,220"
NC,Perquimans,36.160622,-76.488395,2018,4.8,6.9,404995.5875,66,2651,109,13470,2574,90984,10366,"276,150"
NC,Granville,36.325403,-78.620389,2015,5,7,404995.5875,66,2651,109,58341,25297,309320,33061,"268,450"
NC,Wayne,35.195528,-77.894524,2017,2,2.8,404995.5875,66,2651,109,30006,11531,160576,19381,"180,530"
NC,Chatham,35.540772,-79.448358,2017,2,2.8,404995.5875,66,2651,109,282613,274349,1465798,177368,"376,050"
NC,Jones,35.134443,-77.537484,2017,5,6.2,404995.5875,66,2651,109,28701,5194,168053,20311,"193,200"
NC,Robeson,34.670442,-79.200288,2017,5,6.5,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Alamance,36.074267,-79.347591,2017,5,5.3,404995.5875,66,2651,109,156372,118199,796364,83092,"322,960"
NC,Pamlico,35.147781,-76.809147,2017,5,5.7,404995.5875,66,2651,109,12892,5226,78469,8480,"251,670"
NC,Moore,35.415308,-79.574387,2018,5,7.5,404995.5875,66,2651,109,93070,61126,554908,59912,"453,460"
NC,Rutherford,35.297652,-81.812218,2018,2,3,404995.5875,66,2651,109,66701,31454,392938,41033,"201,940"
NC,Rowan,35.740421,-80.712919,2017,5,6.2,404995.5875,66,2651,109,24302,15517,121972,13033,"193,930"
NC,Perquimans,36.113887,-76.507896,2018,4.8,6.9,404995.5875,66,2651,109,13470,2574,90984,10366,"276,150"
NC,Randolph,35.547323,-79.745125,2018,2,2.8,404995.5875,66,2651,109,22615,7587,127872,16156,"169,780"
NC,Montgomery,35.340827,-79.992469,2018,2,2.8,404995.5875,66,2651,109,227392,207764,1251966,158323,"186,970"
NC,Randolph,35.628528,-79.872602,2018,1.3,1.4,404995.5875,66,2651,109,22615,7587,127872,16156,"169,780"
NC,Johnston,35.53289,-78.638754,2018,1.6,1.8,404995.5875,66,2651,109,182155,82920,970778,104717,"367,400"
NC,Pender,34.435995,-77.641345,2018,4.5,6.9,404995.5875,66,2651,109,56358,16681,307330,33238,"328,600"
NC,Johnston,35.575459,-78.301139,2018,2,3,404995.5875,66,2651,109,182155,82920,970778,104717,"367,400"
NC,Jones,35.216613,-77.49965,2016,5,6.4,404995.5875,66,2651,109,28701,5194,168053,20311,"193,200"
NC,Robeson,34.680524,-79.185073,2016,4.1,5.4,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Harnett,35.33023,-78.611098,2020,2,2.8,404995.5875,66,2651,109,126620,41014,654856,70939,"287,190"
NC,Hertford,36.245967,-77.082147,2016,5,7.1,404995.5875,66,2651,109,24285,14544,133767,14402,"135,130"
NC,Northampton,36.507916,-77.6146,2018,3,4.2,404995.5875,66,2651,109,20628,8148,139966,15126,"132,110"
NC,Person,36.465402,-78.959106,2018,2,2.6,404995.5875,66,2651,109,39196,16405,226454,24519,"220,420"
NC,Randolph,35.601605,-79.785593,2018,5,7,404995.5875,66,2651,109,22615,7587,127872,16156,"169,780"
NC,Martin,35.815654,-77.290961,2017,2,2.8,404995.5875,66,2651,109,153592,113715,826317,84007,"513,490"
NC,Pitt,35.759971,-77.512312,2017,2,2.7,404995.5875,66,2651,109,175150,122454,1124018,121922,"243,980"
NC,Johnston,35.414924,-78.4091,2019,2,2.4,404995.5875,66,2651,109,182155,82920,970778,104717,"367,400"
NC,Johnston,35.701156,-78.326792,2019,2,2.8,404995.5875,66,2651,109,182155,82920,970778,104717,"367,400"
NC,Chowan,36.283991,-76.601918,2018,5,6.6,404995.5875,66,2651,109,14556,7476,86502,10336,"226,430"
NC,Camden,36.33128,-76.056983,2018,5,6.6,404995.5875,66,2651,109,52092,16027,277906,33615,"270,720"
NC,Camden,36.270044,-76.032692,2017,5,7.1,404995.5875,66,2651,109,52092,16027,277906,33615,"270,720"
NC,Chatham,35.714445,-79.117768,2019,5,7,404995.5875,66,2651,109,282613,274349,1465798,177368,"376,050"
NC,Montgomery,35.357728,-79.910623,2019,4.9,7.1,404995.5875,66,2651,109,227392,207764,1251966,158323,"186,970"
NC,Onslow,34.839901,-77.223811,2019,5,7,404995.5875,66,2651,109,185755,71414,849062,91636,"270,440"
NC,Sampson,35.012277,-78.350644,2019,4.9,7.1,404995.5875,66,2651,109,63713,27793,378681,41130,"154,630"
NC,Wayne,35.434679,-77.972231,2019,5,6.8,404995.5875,66,2651,109,30006,11531,160576,19381,"180,530"
NC,Moore,35.134574,-79.420256,2018,2,2.3,404995.5875,66,2651,109,93070,61126,554908,59912,"453,460"
NC,Harnett,35.411865,-78.603849,2019,4.3,5.9,404995.5875,66,2651,109,126620,41014,654856,70939,"287,190"
NC,Cumberland,34.908178,-78.915444,2019,2,2.6,404995.5875,66,2651,109,10890,4147,49146,5977,"138,970"
NC,Cumberland,34.909094,-78.916315,2019,2,2.6,404995.5875,66,2651,109,10890,4147,49146,5977,"138,970"
NC,Cumberland,34.910053,-78.91738,2019,2,2.7,404995.5875,66,2651,109,10890,4147,49146,5977,"138,970"
NC,Moore,35.420795,-79.704819,2019,2,2.5,404995.5875,66,2651,109,93070,61126,554908,59912,"453,460"
NC,Sampson,35.121888,-78.203956,2019,1.5,1.9,404995.5875,66,2651,109,63713,27793,378681,41130,"154,630"
NC,Columbus,34.35315,-78.788237,2019,1,1.3,404995.5875,66,2651,109,57015,22884,340896,37093,"154,630"
NC,Cumberland,35.046684,-78.810902,2019,1,1.3,404995.5875,66,2651,109,10890,4147,49146,5977,"138,970"
NC,Bladen,34.518072,-78.524539,2019,2,2.6,404995.5875,66,2651,109,34454,20575,221250,24107,"160,220"
NC,Robeson,34.630499,-79.091852,2019,2,2.6,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Robeson,34.438922,-79.084456,2019,2,2.6,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Robeson,34.436386,-79.089691,2019,1,1.3,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Randolph,35.728726,-79.748351,2017,5,6.2,404995.5875,66,2651,109,22615,7587,127872,16156,"169,780"
NC,Wilson,35.687601,-78.026573,2017,3.8,6.1,404995.5875,66,2651,109,8956,7351,42644,5555,"111,060"
NC,Columbus,34.308717,-78.699813,2017,5,7.1,404995.5875,66,2651,109,57015,22884,340896,37093,"154,630"
NC,Cleveland,35.241013,-81.429513,2016,2,2.8,404995.5875,66,2651,109,8421,916,50402,5188,"214,790"
NC,Cleveland,35.2449,-81.430129,2017,2,2.8,404995.5875,66,2651,109,8421,916,50402,5188,"214,790"
NC,Rutherford,35.35011,-81.818814,2019,3,4.5,404995.5875,66,2651,109,66701,31454,392938,41033,"201,940"
NC,Anson,34.990397,-80.097047,2015,5,6.5,404995.5875,66,2651,109,25883,10493,142973,15272,"151,440"
NC,Lee,35.525782,-79.20157,2016,4.9,6.8,404995.5875,66,2651,109,153947,87890,783577,99080,"293,570"
NC,Hertford,36.362907,-76.86047,2016,5,7,404995.5875,66,2651,109,24285,14544,133767,14402,"135,130"
NC,Robeson,34.716784,-79.314971,2016,4.9,7,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Cabarrus,35.227279,-80.544485,2015,4.9,6.4,404995.5875,66,2651,109,192296,123581,974414,101697,"428,610"
NC,Randolph,35.870573,-79.927549,2019,4.9,7,404995.5875,66,2651,109,22615,7587,127872,16156,"169,780"
NC,Rowan,35.513072,-80.456858,2019,5,7.6,404995.5875,66,2651,109,24302,15517,121972,13033,"193,930"
NC,Caswell,36.430613,-79.349596,2015,4.9,6.4,404995.5875,66,2651,109,23094,3080,135311,14265,"184,410"
NC,Columbus,34.307987,-78.222571,2018,4.5,5.4,404995.5875,66,2651,109,57015,22884,340896,37093,"154,630"
NC,Robeson,34.467987,-79.154129,2017,5.4,5.6,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Cleveland,35.219683,-81.331365,2015,1.9,2.6,404995.5875,66,2651,109,8421,916,50402,5188,"214,790"
NC,Orange,36.083008,-79.242942,2015,3,4,404995.5875,66,2651,109,3132211,2965204,6763272,1105369,"1,096,420"
NC,Burke,35.721267,-81.415234,2017,4.9,6.9,404995.5875,66,2651,109,22838,11590,135282,16378,"122,090"
NC,Wilson,35.776492,-77.88053,2014,4.9,6.6,404995.5875,66,2651,109,8956,7351,42644,5555,"111,060"
NC,Wilson,35.781438,-77.883627,2014,5,6.4,404995.5875,66,2651,109,8956,7351,42644,5555,"111,060"
NC,Granville,36.368679,-78.626178,2016,5,6.4,404995.5875,66,2651,109,58341,25297,309320,33061,"268,450"
NC,Henderson,35.368925,-82.358999,2014,1.5,2.6,404995.5875,66,2651,109,6966,1297,30345,3684,"113,470"
NC,Martin,35.806361,-77.302308,2017,5,6.5,404995.5875,66,2651,109,153592,113715,826317,84007,"513,490"
NC,Hertford,36.261285,-77.077983,2015,5,6.5,404995.5875,66,2651,109,24285,14544,133767,14402,"135,130"
NC,Stokes,36.312134,-80.15253,2016,4,5,404995.5875,66,2651,109,46453,11052,277216,29078,"225,070"
NC,Surry,36.475248,-80.60186,2011,1.2,1.4,404995.5875,66,2651,109,72767,54998,422679,44253,"229,750"
NC,Warren,36.412477,-78.175625,2018,4.9,6.9,404995.5875,66,2651,109,5504,1667,32102,3887,"104,580"
NC,Scotland,34.771965,-79.339104,2015,20,25.7,404995.5875,66,2651,109,4893,1436,22649,2897,"155,330"
NC,Catawba,35.695588,-81.151659,2015,17.5,21.9,404995.5875,66,2651,109,155461,164945,840124,87789,"284,670"
NC,Beaufort,35.455872,-77.135763,2015,15,20,404995.5875,66,2651,109,47513,26935,276667,29862,"215,840"
NC,Nash,35.796461,-78.142927,2015,11.66,15,404995.5875,66,2651,109,94385,73042,628740,67858,"245,830"
NC,Alamance,35.863851,-79.425391,2016,6.66,8.2,404995.5875,66,2651,109,156372,118199,796364,83092,"322,960"
NC,Martin,35.894297,-77.162774,2016,15,20.9,404995.5875,66,2651,109,153592,113715,826317,84007,"513,490"
NC,Wilson,35.756195,-78.013615,2017,10,12.3,404995.5875,66,2651,109,8956,7351,42644,5555,"111,060"
NC,Anson,34.823651,-79.947696,2017,78.7,110,404995.5875,66,2651,109,25883,10493,142973,15272,"151,440"
NC,Cleveland,35.281081,-81.615943,2017,19.4,27,404995.5875,66,2651,109,8421,916,50402,5188,"214,790"
NC,Cumberland,34.838713,-78.876778,2017,71,92,404995.5875,66,2651,109,10890,4147,49146,5977,"138,970"
NC,Halifax,36.417545,-77.65559,2017,15.84,20,404995.5875,66,2651,109,52849,25260,340288,36464,"135,430"
NC,Hertford,36.452452,-77.121451,2017,19.9,26,404995.5875,66,2651,109,24285,14544,133767,14402,"135,130"
NC,Halifax,36.372957,-77.571908,2017,20.25,26.2,404995.5875,66,2651,109,52849,25260,340288,36464,"135,430"
NC,Scotland,34.838417,-79.385805,2017,64.48,92,404995.5875,66,2651,109,4893,1436,22649,2897,"155,330"
NC,Halifax,36.395931,-77.592831,2017,16.2,21,404995.5875,66,2651,109,52849,25260,340288,36464,"135,430"
NC,Pitt,35.380555,-77.408716,2018,52.1,75,404995.5875,66,2651,109,175150,122454,1124018,121922,"243,980"
NC,Camden,36.312318,-76.125558,2019,5,7.2,404995.5875,66,2651,109,52092,16027,277906,33615,"270,720"
NC,Craven,35.168786,-77.117212,2019,5,7,404995.5875,66,2651,109,104190,56011,628754,67821,"288,100"
NC,Pender,34.67911,-77.978128,2019,70.1,105,404995.5875,66,2651,109,56358,16681,307330,33238,"328,600"
NC,Duplin,34.802878,-78.004532,2019,5,7.2,404995.5875,66,2651,109,59121,26730,353816,38315,"138,150"
NC,Lee,35.427273,-79.129332,2019,5,6.7,404995.5875,66,2651,109,153947,87890,783577,99080,"293,570"
NC,Jones,35.065002,-77.184962,2019,5,6.7,404995.5875,66,2651,109,28701,5194,168053,20311,"193,200"
NC,Sampson,35.019826,-78.351384,2019,5,6.8,404995.5875,66,2651,109,63713,27793,378681,41130,"154,630"
NC,Martin,35.828169,-76.791194,2019,5,7.4,404995.5875,66,2651,109,153592,113715,826317,84007,"513,490"
NC,Vance,36.472219,-78.3185,2017,50,75,404995.5875,66,2651,109,44508,25971,230277,24865,"170,950"
NC,Robeson,34.80346,-79.328708,2017,35,47,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Beaufort,35.474358,-77.112431,2014,5,7,404995.5875,66,2651,109,47513,26935,276667,29862,"215,840"
NC,Beaufort,35.475977,-77.112556,2018,5,7.5,404995.5875,66,2651,109,47513,26935,276667,29862,"215,840"
NC,Randolph,35.751523,-79.782289,2019,5,6.8,404995.5875,66,2651,109,22615,7587,127872,16156,"169,780"
NC,Hertford,36.42453,-77.062586,2011,5,7.5,404995.5875,66,2651,109,24285,14544,133767,14402,"135,130"
NC,Duplin,35.00086,-78.125029,2015,64.8,87.5,404995.5875,66,2651,109,59121,26730,353816,38315,"138,150"
NC,Nash,36.127135,-77.721491,2015,20,25,404995.5875,66,2651,109,94385,73042,628740,67858,"245,830"
NC,Nash,36.130859,-77.737043,2015,12,16.8,404995.5875,66,2651,109,94385,73042,628740,67858,"245,830"
NC,Lenoir,35.205913,-77.712689,2018,50,73.7,404995.5875,66,2651,109,58343,47415,386996,41767,"138,460"
NC,Pender,34.613858,-77.997333,2018,33.3,49,404995.5875,66,2651,109,56358,16681,307330,33238,"328,600"
NC,Warren,36.516011,-78.03084,2019,20,26,404995.5875,66,2651,109,5504,1667,32102,3887,"104,580"
NC,Northampton,36.490628,-77.482329,2018,74.9,111.3,404995.5875,66,2651,109,20628,8148,139966,15126,"132,110"
NC,Bladen,34.533963,-78.311997,2016,38.9,51,404995.5875,66,2651,109,34454,20575,221250,24107,"160,220"
NC,Pasquotank,36.41277,-76.369486,2015,19.65,25,404995.5875,66,2651,109,39909,22457,224444,25189,"271,320"
NC,Perquimans,36.222013,-76.455644,2019,16.2,21,404995.5875,66,2651,109,13470,2574,90984,10366,"276,150"
NC,Currituck,36.47954,-76.155122,2017,60,83.5,404995.5875,66,2651,109,24864,8412,158351,16938,"372,110"
NC,Currituck,36.472599,-76.157509,2017,60,84.5,404995.5875,66,2651,109,24864,8412,158351,16938,"372,110"
NC,Martin,35.820052,-77.306331,2019,10,13,404995.5875,66,2651,109,153592,113715,826317,84007,"513,490"
NC,Lenoir,35.299089,-77.822347,2017,5,6.7,404995.5875,66,2651,109,58343,47415,386996,41767,"138,460"
NC,Halifax,36.204581,-77.624237,2019,20,26.9,404995.5875,66,2651,109,52849,25260,340288,36464,"135,430"
NC,Chowan,36.051315,-76.545005,2019,5,7.5,404995.5875,66,2651,109,14556,7476,86502,10336,"226,430"
NC,Perquimans,36.157487,-76.490301,2019,5,6.9,404995.5875,66,2651,109,13470,2574,90984,10366,"276,150"
NC,Sampson,35.254671,-78.368493,2019,5,7,404995.5875,66,2651,109,63713,27793,378681,41130,"154,630"
NC,Hertford,36.253525,-77.05112,2018,80,125,404995.5875,66,2651,109,24285,14544,133767,14402,"135,130"
NC,Johnston,35.736234,-78.354865,2019,5,6.3,404995.5875,66,2651,109,182155,82920,970778,104717,"367,400"
NC,Nash,35.817994,-78.134681,2019,5,7.1,404995.5875,66,2651,109,94385,73042,628740,67858,"245,830"
NC,Northampton,36.471893,-77.539773,2019,79.9,119,404995.5875,66,2651,109,20628,8148,139966,15126,"132,110"
NC,Brunswick,34.276815,-78.06099,2019,5,6,404995.5875,66,2651,109,119167,49390,748319,81385,"439,700"
NC,Brunswick,34.277821,-78.058864,2019,4.8,7.2,404995.5875,66,2651,109,119167,49390,748319,81385,"439,700"
NC,Duplin,34.907572,-77.782537,2015,4.9,6.7,404995.5875,66,2651,109,59121,26730,353816,38315,"138,150"
NC,Duplin,34.901385,-77.783572,2017,2,2.7,404995.5875,66,2651,109,59121,26730,353816,38315,"138,150"
NC,Duplin,34.904068,-77.784225,2013,1.5,2.5,404995.5875,66,2651,109,59121,26730,353816,38315,"138,150"
NC,Duplin,34.897493,-77.795103,2015,5,6.5,404995.5875,66,2651,109,59121,26730,353816,38315,"138,150"
NC,Hertford,36.30705,-76.997966,2016,5,7,404995.5875,66,2651,109,24285,14544,133767,14402,"135,130"
NC,Beaufort,35.501594,-76.852356,2012,12.5,15,404995.5875,66,2651,109,47513,26935,276667,29862,"215,840"
NC,Beaufort,35.499377,-76.847424,2013,5,7,404995.5875,66,2651,109,47513,26935,276667,29862,"215,840"
NC,Cabarrus,35.303107,-80.494219,2018,74.8,102.6,404995.5875,66,2651,109,192296,123581,974414,101697,"428,610"
NC,Beaufort,35.499094,-76.844497,2014,3.2,7,404995.5875,66,2651,109,47513,26935,276667,29862,"215,840"
NC,Robeson,34.81994,-78.968942,2012,5,6.4,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Durham,36.231395,-78.950592,2014,5,6.4,404995.5875,66,2651,109,294618,370336,1341805,140182,"475,210"
NC,Rockingham,36.27234,-79.763547,2013,5,6,404995.5875,66,2651,109,300365,278898,941502,170570,"567,800"
NC,Wilson,35.803163,-77.86804,2013,5,6.1,404995.5875,66,2651,109,8956,7351,42644,5555,"111,060"
NC,Wayne,35.418115,-77.986464,2013,5,6.7,404995.5875,66,2651,109,30006,11531,160576,19381,"180,530"
NC,Surry,36.461094,-80.600473,2012,3.5,4.5,404995.5875,66,2651,109,72767,54998,422679,44253,"229,750"
NC,Montgomery,35.34302,-79.762275,2015,20,25,404995.5875,66,2651,109,227392,207764,1251966,158323,"186,970"
NC,Rowan,35.54116,-80.47513,2014,3.5,4.2,404995.5875,66,2651,109,24302,15517,121972,13033,"193,930"
NC,Robeson,34.523406,-79.105306,2014,4,6.5,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Rutherford,35.262849,-81.821949,2015,5,6.6,404995.5875,66,2651,109,66701,31454,392938,41033,"201,940"
NC,Durham,36.079704,-78.823682,2016,5,7,404995.5875,66,2651,109,294618,370336,1341805,140182,"475,210"
NC,Lenoir,35.298974,-77.55466,2013,1.8,2.5,404995.5875,66,2651,109,58343,47415,386996,41767,"138,460"
NC,Pitt,35.642005,-77.315242,2014,5,6.4,404995.5875,66,2651,109,175150,122454,1124018,121922,"243,980"
NC,Halifax,36.127023,-77.408595,2014,3,4.2,404995.5875,66,2651,109,52849,25260,340288,36464,"135,430"
NC,Scotland,34.796424,-79.539832,2014,5,6.4,404995.5875,66,2651,109,4893,1436,22649,2897,"155,330"
NC,Nash,35.950131,-78.093251,2014,5,6.3,404995.5875,66,2651,109,94385,73042,628740,67858,"245,830"
NC,Robeson,34.818338,-79.200899,2013,5,6.5,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Harnett,35.334469,-78.661629,2014,5,5.1,404995.5875,66,2651,109,126620,41014,654856,70939,"287,190"
NC,Catawba,35.61114,-81.245488,2014,5,6.4,404995.5875,66,2651,109,155461,164945,840124,87789,"284,670"
NC,Columbus,34.324729,-78.793085,2013,5,5.2,404995.5875,66,2651,109,57015,22884,340896,37093,"154,630"
NC,Harnett,35.516955,-78.75074,2013,5,5.7,404995.5875,66,2651,109,126620,41014,654856,70939,"287,190"
NC,Vance,36.271477,-78.349854,2013,4.9,6.5,404995.5875,66,2651,109,44508,25971,230277,24865,"170,950"
NC,Columbus,34.309312,-79.015448,2014,4.8,6.7,404995.5875,66,2651,109,57015,22884,340896,37093,"154,630"
NC,Cleveland,35.221138,-81.32862,2013,3,4.3,404995.5875,66,2651,109,8421,916,50402,5188,"214,790"
NC,Columbus,34.331584,-78.529717,2014,4.9,6.4,404995.5875,66,2651,109,57015,22884,340896,37093,"154,630"
NC,Davie,35.848225,-80.554422,2014,5,6,404995.5875,66,2651,109,41568,18462,237446,24858,"272,480"
NC,Wilson,35.799998,-77.8488,2014,5,7,404995.5875,66,2651,109,8956,7351,42644,5555,"111,060"
NC,Martin,35.798861,-77.065242,2014,5,6.7,404995.5875,66,2651,109,153592,113715,826317,84007,"513,490"
NC,Perquimans,36.22315,-76.465158,2015,5,6.5,404995.5875,66,2651,109,13470,2574,90984,10366,"276,150"
NC,Craven,35.160393,-77.109679,2015,5,6.4,404995.5875,66,2651,109,104190,56011,628754,67821,"288,100"
NC,Johnston,35.479623,-78.336339,2015,1.8,2.3,404995.5875,66,2651,109,182155,82920,970778,104717,"367,400"
NC,Cumberland,35.072068,-78.809046,2015,4,5.2,404995.5875,66,2651,109,10890,4147,49146,5977,"138,970"
NC,Martin,35.833489,-77.12322,2016,20,25.9,404995.5875,66,2651,109,153592,113715,826317,84007,"513,490"
NC,Pasquotank,36.271682,-76.307252,2014,19.95,28,404995.5875,66,2651,109,39909,22457,224444,25189,"271,320"
NC,Davie,35.833536,-80.574475,2016,15.4,20,404995.5875,66,2651,109,41568,18462,237446,24858,"272,480"
NC,Bladen,34.746127,-78.429299,2015,5,6.4,404995.5875,66,2651,109,34454,20575,221250,24107,"160,220"
NC,Stanly,35.468859,-80.294435,2015,5,6.4,404995.5875,66,2651,109,60610,32055,376198,39465,"244,710"
NC,Duplin,35.058769,-77.853485,2015,5,6.7,404995.5875,66,2651,109,59121,26730,353816,38315,"138,150"
NC,Alexander,35.902146,-81.104957,2015,5,6.3,404995.5875,66,2651,109,7051,1676,31129,3790,"78,310"
NC,Northampton,36.468682,-77.598792,2017,5,7,404995.5875,66,2651,109,20628,8148,139966,15126,"132,110"
NC,Robeson,34.695532,-79.217173,2017,6.5,6.9,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Franklin,36.057745,-78.306982,2016,5,7,404995.5875,66,2651,109,31573,19247,168207,20663,"146,540"
NC,Nash,36.054902,-77.754543,2015,5,6.9,404995.5875,66,2651,109,94385,73042,628740,67858,"245,830"
NC,Northampton,36.441486,-77.135447,2017,13.5,16.8,404995.5875,66,2651,109,20628,8148,139966,15126,"132,110"
NC,Cleveland,35.25739,-81.505605,2015,4.9,6.4,404995.5875,66,2651,109,8421,916,50402,5188,"214,790"
NC,Hoke,34.98159,-79.263849,2018,5,7.1,404995.5875,66,2651,109,51853,10776,282920,30483,"230,900"
NC,Gates,36.437976,-76.595162,2015,5,7,404995.5875,66,2651,109,11615,1559,73075,7962,"221,590"
NC,Northampton,36.467418,-77.618038,2016,5,6.9,404995.5875,66,2651,109,20628,8148,139966,15126,"132,110"
NC,Halifax,36.34892,-77.632727,2017,5,7,404995.5875,66,2651,109,52849,25260,340288,36464,"135,430"
NC,Union,34.932273,-80.633096,2017,60,74.6,404995.5875,66,2651,109,40334,33240,222132,22816,"127,110"
NC,Bladen,34.745425,-78.42174,2019,5,6.8,404995.5875,66,2651,109,34454,20575,221250,24107,"160,220"
NC,Robeson,34.771995,-78.983885,2017,4.9,6.7,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Johnston,35.549334,-78.178157,2015,5.2,6.9,404995.5875,66,2651,109,182155,82920,970778,104717,"367,400"
NC,Granville,36.290913,-78.634582,2015,5.2,6.4,404995.5875,66,2651,109,58341,25297,309320,33061,"268,450"
NC,Martin,35.85425,-77.106744,2016,4.9,6.9,404995.5875,66,2651,109,153592,113715,826317,84007,"513,490"
NC,Martin,35.835409,-77.1083,2016,4.9,6.3,404995.5875,66,2651,109,153592,113715,826317,84007,"513,490"
NC,Bladen,34.546749,-78.75212,2017,35,42.3,404995.5875,66,2651,109,34454,20575,221250,24107,"160,220"
NC,Robeson,34.815783,-79.194821,2016,4.9,6.9,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Anson,34.968116,-80.050585,2016,5,6.5,404995.5875,66,2651,109,25883,10493,142973,15272,"151,440"
NC,Wayne,35.323365,-77.873045,2014,5,6.5,404995.5875,66,2651,109,30006,11531,160576,19381,"180,530"
NC,Union,34.952861,-80.483336,2015,5.3,7.1,404995.5875,66,2651,109,40334,33240,222132,22816,"127,110"
NC,Nash,35.897589,-78.147113,2018,50.2,71.4,404995.5875,66,2651,109,94385,73042,628740,67858,"245,830"
NC,Nash,36.070702,-78.037858,2015,5,6.5,404995.5875,66,2651,109,94385,73042,628740,67858,"245,830"
NC,Robeson,34.565693,-79.035639,2017,5,6.9,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
NC,Halifax,36.346028,-77.632941,2018,5,7,404995.5875,66,2651,109,52849,25260,340288,36464,"135,430"
NC,Anson,34.971729,-80.031839,2017,5,7.7,404995.5875,66,2651,109,25883,10493,142973,15272,"151,440"
NC,Duplin,34.747792,-77.986459,2018,5.3,7.1,404995.5875,66,2651,109,59121,26730,353816,38315,"138,150"
NC,Nash,35.852328,-78.20642,2016,5.2,7.1,404995.5875,66,2651,109,94385,73042,628740,67858,"245,830"
NC,Vance,36.391862,-78.447442,2018,5,6.9,404995.5875,66,2651,109,44508,25971,230277,24865,"170,950"
NC,Wilson,35.697639,-77.882674,2017,10,12.1,404995.5875,66,2651,109,8956,7351,42644,5555,"111,060"
NC,Wilson,35.697364,-77.876562,2017,10,12.7,404995.5875,66,2651,109,8956,7351,42644,5555,"111,060"
NC,Wayne,35.436549,-78.105328,2016,2,3,404995.5875,66,2651,109,30006,11531,160576,19381,"180,530"
NC,Wake,35.81458,-78.311208,2017,5,6.2,404995.5875,66,2651,109,998576,906666,4342904,465511,"556,770"
NC,Perquimans,36.109165,-76.528644,2017,5,7,404995.5875,66,2651,109,13470,2574,90984,10366,"276,150"
NC,Onslow,34.807925,-77.207681,2018,5,7.5,404995.5875,66,2651,109,185755,71414,849062,91636,"270,440"
NC,Moore,35.221592,-79.517594,2018,5,6.1,404995.5875,66,2651,109,93070,61126,554908,59912,"453,460"
NC,Duplin,34.897286,-77.791365,2018,1.9,2.8,404995.5875,66,2651,109,59121,26730,353816,38315,"138,150"
NC,Bladen,34.535425,-78.808767,2018,4.5,6.4,404995.5875,66,2651,109,34454,20575,221250,24107,"160,220"
NC,Bladen,34.474014,-78.658126,2018,5,6.7,404995.5875,66,2651,109,34454,20575,221250,24107,"160,220"
NC,Wayne,35.403901,-78.053139,2018,5,7.1,404995.5875,66,2651,109,30006,11531,160576,19381,"180,530"
NC,Martin,35.843945,-76.797951,2019,5,7.2,404995.5875,66,2651,109,153592,113715,826317,84007,"513,490"
NC,Robeson,34.670761,-79.197528,2018,2,2.6,404995.5875,66,2651,109,134576,63312,739558,79832,"133,620"
